panel,gender_of_panel,label,label_display,system,activity,role,model,gender_of_row,score_type,pearson_r,score_pvalue,n_seeds,n_subjects,used_by_figure,description
c,female,L_HDL_P,L Hdl P,nightingale_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.4110571400343164,2.633677446072387e-32,10,1556,True,"HDL particle number - measures the total number of high-density lipoprotein particles, a key cardiovascular risk marker"
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.5738795121247059,1.8935173850433712e-144,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.5955140026451591,6.958106254070208e-158,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.5466348619003343,2.5866963386384208e-129,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.5683835789927277,6.92955544662006e-142,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.533397140398885,4.685587762436441e-121,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.5554766885412982,5.3463676476700915e-133,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.5782761114013362,2.458369421121712e-145,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.5991804289838971,1.1439534555824278e-159,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.5297726128926797,5.183049894144241e-119,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.558777387586746,1.334674624845337e-134,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.4006640802650513,1.3468834710390194e-63,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.4688916581001912,6.941061879553393e-89,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.4715792603845097,1.448722222299262e-89,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.5134548468623528,3.2792734203106777e-110,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.3706882484520847,1.1547770681846443e-53,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.4368486782384351,1.6488636338537087e-76,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.4714650270413408,2.0729432279258213e-89,10,3257,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.5021642719630739,6.198968003421935e-103,10,3257,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.6014581532642895,4.063374845914747e-158,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.6185498504651789,2.0526331408156773e-169,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.5807819787107662,9.796425295165102e-144,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.5998570783621393,1.0490906377127557e-155,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.5502548730926745,2.8432956007228443e-127,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.5743845053100507,5.612730864293091e-141,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.60691637527611,3.1237766540107237e-162,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.6240530086613325,7.373365623402562e-174,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.5589209504491669,2.11817666375597e-130,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.5824210347301914,7.208943275666386e-143,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.4471404677031038,7.389677348398161e-78,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.4920409015448905,1.691794619223881e-96,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.5163736428878293,2.6492661297215282e-108,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.5502037735317357,1.1232986183810775e-126,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.3915450031415664,1.455730481836591e-58,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.4432654722336579,5.5033110122699686e-77,10,3189,False,Age of subject at time of measurement in years
c,female,age,Age,age_gender_bmi_VAT,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.5006094991795859,5.368894635459469e-101,10,3189,True,Age of subject at time of measurement in years
c,female,age,Age,subject_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.5249147483970387,3.6273839899129483e-112,10,3189,False,Age of subject at time of measurement in years
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.1656878672277863,2.176730211885501e-08,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.1498974583050692,4.593643464530474e-07,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.1662571342576988,7.691138173320932e-09,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.165223766708533,6.303251682877896e-09,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.1679332256539379,1.5129540656378055e-09,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.1761374444260462,1.1462794521664943e-09,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.1326449859767457,6.643822214431691e-06,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.1430176045765024,1.6853472175019478e-06,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.1386629860863817,7.9652924516274e-06,10,2654,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.1792367205760381,2.546967390936863e-09,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.1550197066541155,2.2843331664976421e-07,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.1645579071554249,1.4971911988537037e-07,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.1740659668251661,1.7066455110594317e-08,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.172102398128783,1.5339817908968187e-09,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.1667128821950643,6.205017977700643e-08,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.1491255097241781,4.183778940554662e-07,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.1434531189133831,9.122692828373802e-06,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,automorph_artery_fractal_dimension,Artery Fractal Dim,cardiovascular_system_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.1249780851774606,0.0001484588746453,10,2595,True,"Measures the fractal complexity specifically of retinal arteries, with values typically between 1-2 representing self-similar branching patterns in arterial network."
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.8664916171137957,0.0,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.886747094743952,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.8633003434860822,0.0,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.8844841810805715,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.8010522197485846,0.0,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.8464109635898789,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.8665587057481051,0.0,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.8869529292415217,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.8422274530110025,0.0,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.863828478257542,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.6205676706928901,2.1039357255683696e-174,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.7708499705694202,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.8384252070845755,0.0,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.8643796207418053,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.6902535985912402,5.273523256481282e-234,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.7820527469851293,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.761939187066183,1.9618953784147e-310,10,3256,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.8263766045765019,0.0,10,3256,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.8657150948815218,0.0,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.8865762726266515,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.868294304127408,0.0,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.8877834457959132,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.7967080668297681,0.0,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.846090669393706,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.8663739762339009,0.0,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.8876701615650784,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.8439553890197645,0.0,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.8687650911349186,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.6321412432265768,2.2261068003207442e-178,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.7726815459979847,1.00513e-319,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.8461124144001811,0.0,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.8688487767831754,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.694775410655767,1.7266581107351588e-230,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.7837656883907155,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,bmi,BMI,age_gender_bmi_VAT,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.7708272635170731,4.40690775266e-312,10,3188,True,Body Mass Index (weight/height^2)
c,female,bmi,BMI,subject_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.8355808654896588,0.0,10,3188,False,Body Mass Index (weight/height^2)
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.8355279905080633,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.8387525763316873,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.8358080610049227,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.8385651113290142,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.8399056282795367,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.8393034434621344,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.8423341018983571,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.8371257076800251,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.8384792226680453,0.0,10,3175,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.8421872864011093,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.844279489248439,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.8383750412148222,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.8410296946415954,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.8399370849485859,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.8359485105480655,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.8433400671688919,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.8388707146307735,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_arms_fat_mass,Arms Fat Mass,body_composition_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.8409630170008988,0.0,10,3112,True,"Combined absolute fat tissue mass in both arms measured by DXA imaging, expressed in kilograms"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.8302655259707464,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.8339463153061679,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.8380348902801995,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.8349445590406462,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.8235908234262697,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.8273512260728119,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.82761277228467,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.8302937759260862,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.8389543288359953,0.0,10,3175,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.8319348067896117,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.8363832117360497,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.8373172116977579,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.8352720938947868,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.825498431503291,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.8254831127942083,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.8275558916743073,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
c,female,body_comp_legs_lean_mass,Legs Lean Mass,body_composition_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.8285447027667653,0.0,10,3112,True,"Total lean mass in both legs, measured in kilograms, representing fat-free tissue mass in the lower extremities"
